Timestamp;Size;RAM;CPU;Duration
620;75;43;75;20
626;87;46;87;19
628;69;42;69;23
631;52;38;52;19
637;92;48;92;26
643;56;39;56;17
652;35;33;35;20
656;34;33;34;20
662;83;45;83;16
667;54;38;54;17
671;55;38;55;19
678;47;36;47;22
683;59;39;59;19
687;45;36;45;17
692;90;47;90;20
696;22;30;22;21
700;33;33;33;20
704;85;46;85;20
708;71;42;71;19
713;63;40;63;23
718;21;30;21;20
721;21;30;21;18
726;89;47;89;20
731;38;34;38;20
735;28;32;28;22
740;93;48;93;17
745;32;33;32;15
748;97;49;97;22
751;63;40;63;21
756;65;41;65;18
761;91;47;91;20
765;60;40;60;19
770;38;34;38;25
778;80;45;80;15
782;86;46;86;17
785;78;44;78;24
791;85;46;85;22
796;52;38;52;20
801;78;44;78;21
803;32;33;32;21
807;27;31;27;21
813;54;38;54;22
819;79;44;79;18
822;42;35;42;22
826;54;38;54;20
833;26;31;26;19
836;41;35;41;22
838;71;42;71;22
842;48;37;48;25
845;68;42;68;17
851;88;47;88;19
857;21;30;21;21
861;63;40;63;19
867;67;41;67;18
870;80;45;80;22
876;73;43;73;18
881;97;49;97;16
885;51;37;51;19
889;44;36;44;20
895;98;49;98;18
898;44;36;44;21
903;38;34;38;20
908;71;42;71;19
912;37;34;37;15
916;62;40;62;18
921;95;48;95;28
928;28;32;28;19
932;78;44;78;22
934;58;39;58;15
939;32;33;32;19
944;36;34;36;17
947;80;45;80;25
951;27;31;27;14
957;58;39;58;22
962;56;39;56;20
967;67;41;67;18
970;42;35;42;17
974;67;41;67;19
977;84;46;84;18
980;21;30;21;18
986;72;43;72;18
988;60;40;60;21
996;68;42;68;20
999;94;48;94;16
1005;76;44;76;17
1010;89;47;89;22
1016;96;49;96;16
1020;70;42;70;22
1024;20;30;20;21
1029;32;33;32;22
1032;80;45;80;21
1033;54;38;54;19
1035;28;32;28;25
1038;79;44;79;22
1044;88;47;88;16
1047;88;47;88;25
1053;83;45;83;20
1059;61;40;61;15
1065;79;44;79;24
1069;58;39;58;13
1074;98;49;98;17
1078;62;40;62;18
1082;32;33;32;20
1083;36;34;36;21
1087;52;38;52;16
1091;28;32;28;16
1095;94;48;94;19
1101;25;31;25;19
1106;31;32;31;22
1110;32;33;32;20
1115;51;37;51;23
1118;50;37;50;21
1124;67;41;67;17
1130;42;35;42;17
1134;46;36;46;23
1138;83;45;83;25
1141;69;42;69;20
1144;77;44;77;18
1147;61;40;61;19
1153;72;43;72;19
1158;98;49;98;16
1162;57;39;57;26
1165;78;44;78;20
1170;45;36;45;22
1175;51;37;51;20
1181;82;45;82;25
1186;71;42;71;19
1191;47;36;47;21
1193;70;42;70;23
1198;67;41;67;15
1202;84;46;84;23
1208;81;45;81;19
1214;87;46;87;22
1218;45;36;45;17
1224;23;30;23;20
1228;29;32;29;20
1231;47;36;47;20
1236;52;38;52;17
1241;62;40;62;22
1245;68;42;68;24
1249;95;48;95;21
1255;90;47;90;22
1261;59;39;59;18
1266;87;46;87;20
1271;81;45;81;20
1275;50;37;50;20
1277;86;46;86;16
1284;86;46;86;23
1290;53;38;53;23
1294;24;31;24;18
1296;39;34;39;17
1303;26;31;26;18
1308;99;49;99;22
1312;26;31;26;19
1320;59;39;59;19
1324;60;40;60;18
1330;84;46;84;17
1333;87;46;87;18
1338;84;46;84;22
1341;69;42;69;18
1344;56;39;56;15
1348;66;41;66;25
1352;55;38;55;23
1357;63;40;63;17
1361;48;37;48;23
1364;70;42;70;18
1368;62;40;62;24
1373;42;35;42;17
1379;38;34;38;10
1383;37;34;37;20
1386;56;39;56;15
1393;37;34;37;22
1399;34;33;34;19
1404;93;48;93;23
1412;77;44;77;18
1414;28;32;28;18
1419;98;49;98;19
1425;90;47;90;18
1430;64;41;64;21
1436;21;30;21;20
1442;95;48;95;18
1450;85;46;85;18
1453;94;48;94;23
1456;66;41;66;21
1460;48;37;48;21
1465;78;44;78;22
1470;81;45;81;23
1473;81;45;81;19
1476;85;46;85;21
1478;62;40;62;19
1482;44;36;44;15
1487;60;40;60;19
1493;67;41;67;23
1499;92;48;92;17
1504;31;32;31;16
1508;48;37;48;19
1511;55;38;55;19
1514;95;48;95;18
1518;59;39;59;19
1523;31;32;31;22
1529;87;46;87;23
1533;64;41;64;18
1535;67;41;67;17
1539;35;33;35;15
1544;67;41;67;24
1548;22;30;22;19
1555;91;47;91;18
1560;26;31;26;18
1565;49;37;49;23
1568;51;37;51;24
1574;62;40;62;23
1583;94;48;94;18
1588;43;35;43;21
1592;83;45;83;21
1596;73;43;73;25
1599;71;42;71;17
1603;72;43;72;16
1610;89;47;89;24
1614;35;33;35;17
1618;70;42;70;18
1623;88;47;88;14
1628;81;45;81;17
1634;57;39;57;14
1639;76;44;76;21
1644;93;48;93;22
1648;95;48;95;18
1652;69;42;69;20
1661;41;35;41;21
1665;81;45;81;19
1668;48;37;48;20
1673;72;43;72;23
1675;22;30;22;22
1678;50;37;50;16
1682;52;38;52;16
1686;34;33;34;22
1690;51;37;51;22
1694;38;34;38;21
1698;78;44;78;22
1703;98;49;98;16
1706;46;36;46;20
1713;86;46;86;24
1716;74;43;74;18
1719;52;38;52;23
1723;53;38;53;21
1727;20;30;20;13
1728;49;37;49;23
1731;37;34;37;17
1736;84;46;84;20
1739;39;34;39;25
1742;60;40;60;19
1746;76;44;76;18
1749;66;41;66;20
1753;79;44;79;17
1758;89;47;89;20
1764;42;35;42;23
1771;26;31;26;19
1773;26;31;26;26
1777;91;47;91;19
1782;42;35;42;22
1788;72;43;72;18
1792;52;38;52;16
1797;69;42;69;21
1802;45;36;45;23
1809;20;30;20;18
1817;79;44;79;21
1821;59;39;59;25
1824;63;40;63;18
1830;90;47;90;17
1837;68;42;68;20
1842;41;35;41;23
1849;53;38;53;23
1854;93;48;93;21
1858;91;47;91;16
1862;89;47;89;20
1866;83;45;83;15
1872;34;33;34;20
1877;49;37;49;21
1881;23;30;23;15
1885;76;44;76;16
1889;63;40;63;17
1894;78;44;78;20
1896;84;46;84;17
1900;22;30;22;19
1904;41;35;41;21
1909;71;42;71;24
1913;26;31;26;17
1915;42;35;42;18
1916;61;40;61;20
1918;30;32;30;18
1924;27;31;27;26
1927;44;36;44;20
1932;46;36;46;17
1933;56;39;56;20
1937;45;36;45;22
1941;93;48;93;20
1944;37;34;37;19
1949;48;37;48;19
1956;51;37;51;19
1960;74;43;74;17
1964;60;40;60;23
1970;86;46;86;21
1976;46;36;46;17
1984;35;33;35;20
1987;97;49;97;17
1989;26;31;26;20
1992;82;45;82;19
1996;75;43;75;22
2000;90;47;90;17
2006;25;31;25;26
2010;27;31;27;18
2013;76;44;76;24
2017;23;30;23;15
2023;35;33;35;17
2028;79;44;79;19
2035;93;48;93;18
2041;68;42;68;25
2047;67;41;67;24
2052;23;30;23;20
2055;49;37;49;23
2059;73;43;73;20
2063;37;34;37;18
2071;22;30;22;21
2075;80;45;80;18
2082;60;40;60;24
2087;96;49;96;17
2092;26;31;26;21
2096;57;39;57;22
2100;65;41;65;17
2102;96;49;96;22
2108;66;41;66;16
2113;85;46;85;20
2116;98;49;98;17
2118;49;37;49;22
2121;35;33;35;16
2125;77;44;77;22
2128;51;37;51;18
2132;68;42;68;18
2138;24;31;24;23
2144;34;33;34;15
2149;89;47;89;20
2151;51;37;51;12
2153;52;38;52;15
2157;55;38;55;20
2165;22;30;22;22
2167;51;37;51;24
2174;41;35;41;17
2179;31;32;31;23
2184;77;44;77;23
2189;51;37;51;14
2192;45;36;45;17
2197;69;42;69;20
2200;44;36;44;23
2204;21;30;21;23
2209;21;30;21;17
2212;43;35;43;23
2217;83;45;83;22
2224;66;41;66;24
2226;74;43;74;22
2230;21;30;21;20
2236;20;30;20;22
2240;45;36;45;22
2247;29;32;29;21
2253;93;48;93;19
2259;59;39;59;21
2267;42;35;42;20
2271;78;44;78;23
2275;73;43;73;24
